AÑO,MES,Fecha,Tipo día,GRAN BS.AS.,BUENOS AIRES,CENTRO,LITORAL,CUYO,NOROESTE,NORESTE,COMAHUE,PATAGONICA,DEMANDA TOTAL,TEMPERATURA REFERENCIA MEDIA GBA °C
2018,2018-06-01,2018-06-04,Lunes habiles,7063.436916666667,1871.3745,1527.1025833333333,2071.427833333333,974.97525,1458.0909166666668,1025.622125,622.8869166666667,894.5766666666667,17509.493708333335,10.2
2018,2018-06-01,2018-06-05,Martes Habiles,7183.904750000001,1917.7345833333331,1566.4429166666666,2083.5270416666667,998.8529166666667,1474.9463750000002,1035.4347083333334,634.3986249999999,897.2546666666667,17792.496583333337,10.4
2018,2018-06-01,2018-06-06,Miercoles habiles,6960.868291666667,1893.3930416666665,1568.5339166666665,2051.9789583333336,979.412125,1460.8055000000002,1038.7845416666667,623.7007916666666,893.2772083333333,17470.754375,12.75
2018,2018-06-01,2018-06-07,Jueves Habiles,7156.004875,1922.7221666666667,1556.328625,2093.0457083333336,976.6173749999999,1430.3140416666665,1027.1634166666665,625.1233333333333,842.2771666666666,17629.596708333334,11.2
2018,2018-06-01,2018-06-08,Viernes habiles,7154.654125,1917.2549583333332,1533.4290833333334,2063.5895,982.7025,1397.6215,1035.6733333333334,620.0466666666667,699.1804166666667,17404.152083333334,11.05
2018,2018-06-01,2018-06-09,Sabado o Semilaborable,6182.136875,1785.7200416666667,1340.8450833333334,1786.82175,924.0555833333333,1293.4259583333335,937.1095416666667,584.2320833333333,635.1598333333333,15469.506749999999,12.4
2018,2018-06-01,2018-06-10,Domingo o Feriado,5495.7815,1563.6782916666668,1200.637125,1566.2955,844.3812916666667,1166.535625,814.7219166666667,549.0787916666667,623.3169166666667,13824.426958333335,15.55
2018,2018-06-01,2018-06-11,Lunes habiles,6597.190750000001,1846.7710833333333,1453.4372083333335,1897.9034166666668,981.7757499999999,1245.4317916666666,904.6573749999999,620.5951666666666,652.9489583333333,16200.7115,13.5
2018,2018-06-01,2018-06-12,Martes Habiles,7147.055666666667,1908.0499583333333,1603.9740833333333,2100.3812083333332,1020.2389583333334,1347.7315416666668,901.2084166666667,635.1652083333333,660.8439999999999,17324.649041666667,10.05
2018,2018-06-01,2018-06-13,Miercoles habiles,7705.4855,1911.2683333333334,1658.9999166666666,2163.9797916666666,1044.3105,1464.2855416666669,1025.2190833333334,635.16125,649.6226666666666,18258.332583333333,8.95
